,filename,xmin,ymin,xmax,ymax,wbc_type
1876,_60_3882.jpeg,74.0,30.0,208.0,161.0,eosinophil
1877,_60_3921.jpeg,137.0,148.0,217.0,222.0,eosinophil
1878,_60_4405.jpeg,111.0,85.0,259.0,217.0,eosinophil
1879,_60_4880.jpeg,74.0,9.0,165.0,98.0,eosinophil
1880,_60_5044.jpeg,51.0,109.0,204.0,240.0,eosinophil
1881,_60_5591.jpeg,64.0,121.0,200.0,240.0,eosinophil
1882,_60_5601.jpeg,0.0,96.0,79.0,180.0,eosinophil
1883,_60_5739.jpeg,166.0,95.0,283.0,226.0,eosinophil
1884,_60_5890.jpeg,90.0,141.0,224.0,240.0,eosinophil
1885,_60_6109.jpeg,194.0,145.0,276.0,225.0,eosinophil
1886,_60_6779.jpeg,3.0,121.0,103.0,222.0,eosinophil
1887,_60_6855.jpeg,105.0,62.0,219.0,181.0,eosinophil
1888,_60_7222.jpeg,52.0,20.0,148.0,116.0,eosinophil
1889,_60_7368.jpeg,84.0,97.0,221.0,230.0,eosinophil
1890,_60_7741.jpeg,24.0,95.0,162.0,228.0,eosinophil
1891,_60_7934.jpeg,177.0,107.0,260.0,186.0,eosinophil
1892,_60_8397.jpeg,139.0,16.0,279.0,159.0,eosinophil
1893,_60_8407.jpeg,42.0,179.0,115.0,240.0,eosinophil
1894,_60_8586.jpeg,70.0,52.0,187.0,157.0,eosinophil
1895,_60_8687.jpeg,142.0,64.0,240.0,142.0,eosinophil
1896,_60_9227.jpeg,126.0,185.0,226.0,240.0,eosinophil
1897,_60_9228.jpeg,34.0,54.0,175.0,179.0,eosinophil
1898,_60_9303.jpeg,103.0,61.0,181.0,149.0,eosinophil
1899,_60_9504.jpeg,163.0,84.0,300.0,212.0,eosinophil
1900,_61_1495.jpeg,105.0,137.0,203.0,221.0,eosinophil
1901,_61_1731.jpeg,0.0,0.0,88.0,72.0,eosinophil
1902,_61_1991.jpeg,38.0,168.0,129.0,240.0,eosinophil
1903,_61_2316.jpeg,194.0,136.0,287.0,233.0,eosinophil
1904,_61_2831.jpeg,116.0,8.0,258.0,129.0,eosinophil
1905,_61_3292.jpeg,71.0,131.0,198.0,240.0,eosinophil
1906,_61_3512.jpeg,104.0,44.0,257.0,183.0,eosinophil
1907,_61_368.jpeg,129.0,193.0,228.0,240.0,eosinophil
1908,_61_403.jpeg,70.0,0.0,164.0,79.0,eosinophil
1909,_61_4091.jpeg,162.0,24.0,247.0,97.0,eosinophil
1910,_61_4093.jpeg,161.0,56.0,303.0,200.0,eosinophil
1911,_61_4511.jpeg,68.0,144.0,175.0,236.0,eosinophil
1912,_61_4830.jpeg,0.0,25.0,117.0,155.0,eosinophil
1913,_61_5203.jpeg,48.0,180.0,126.0,240.0,eosinophil
1914,_61_5596.jpeg,119.0,5.0,219.0,78.0,eosinophil
1915,_61_5634.jpeg,68.0,10.0,202.0,130.0,eosinophil
1916,_61_5937.jpeg,235.0,112.0,320.0,218.0,eosinophil
1917,_61_598.jpeg,120.0,63.0,264.0,194.0,eosinophil
1918,_61_6351.jpeg,113.0,54.0,222.0,154.0,eosinophil
1919,_61_6408.jpeg,170.0,0.0,256.0,76.0,eosinophil
1920,_61_6461.jpeg,121.0,21.0,214.0,109.0,eosinophil
1921,_61_688.jpeg,40.0,174.0,116.0,240.0,eosinophil
1922,_61_6920.jpeg,169.0,6.0,301.0,133.0,eosinophil
1923,_61_7093.jpeg,142.0,115.0,226.0,203.0,eosinophil
1924,_61_7343.jpeg,91.0,3.0,198.0,103.0,eosinophil
1925,_61_7383.jpeg,210.0,38.0,302.0,137.0,eosinophil
1926,_61_7592.jpeg,221.0,0.0,280.0,39.0,eosinophil
1927,_61_7680.jpeg,56.0,0.0,175.0,94.0,eosinophil
1928,_61_9431.jpeg,206.0,20.0,294.0,104.0,eosinophil
1929,_61_9484.jpeg,141.0,139.0,231.0,214.0,eosinophil
1930,_61_9855.jpeg,55.0,133.0,158.0,220.0,eosinophil
1931,_61_988.jpeg,52.0,44.0,148.0,144.0,eosinophil
1932,_61_990.jpeg,,,,,eosinophil
1933,_62_1659.jpeg,87.0,49.0,166.0,124.0,eosinophil
1934,_62_1783.jpeg,45.0,69.0,126.0,151.0,eosinophil
1935,_62_2086.jpeg,109.0,113.0,259.0,239.0,eosinophil
1936,_62_2840.jpeg,67.0,181.0,171.0,240.0,eosinophil
1937,_62_3052.jpeg,203.0,95.0,320.0,231.0,eosinophil
1938,_62_3386.jpeg,46.0,133.0,175.0,225.0,eosinophil
1939,_62_3428.jpeg,125.0,32.0,197.0,113.0,eosinophil
1940,_62_4511.jpeg,0.0,107.0,90.0,187.0,eosinophil
1941,_62_4522.jpeg,150.0,19.0,256.0,115.0,eosinophil
1942,_62_4635.jpeg,62.0,86.0,201.0,209.0,eosinophil
1943,_62_4742.jpeg,90.0,100.0,225.0,223.0,eosinophil
1944,_62_4836.jpeg,64.0,165.0,162.0,240.0,eosinophil
1945,_62_5158.jpeg,12.0,23.0,96.0,99.0,eosinophil
1946,_62_6298.jpeg,7.0,121.0,95.0,223.0,eosinophil
1947,_62_6443.jpeg,141.0,0.0,283.0,103.0,eosinophil
1948,_62_6835.jpeg,13.0,8.0,160.0,139.0,eosinophil
1949,_62_6954.jpeg,36.0,94.0,173.0,229.0,eosinophil
1950,_62_6987.jpeg,155.0,140.0,320.0,240.0,eosinophil
1951,_62_7087.jpeg,191.0,14.0,320.0,164.0,eosinophil
1952,_62_7187.jpeg,78.0,137.0,202.0,240.0,eosinophil
1953,_62_7395.jpeg,39.0,36.0,196.0,163.0,eosinophil
1954,_62_741.jpeg,100.0,147.0,189.0,225.0,eosinophil
1955,_62_7589.jpeg,19.0,146.0,104.0,239.0,eosinophil
1956,_62_7907.jpeg,106.0,55.0,256.0,183.0,eosinophil
1957,_62_8071.jpeg,167.0,147.0,256.0,235.0,eosinophil
1958,_62_808.jpeg,19.0,33.0,161.0,166.0,eosinophil
1959,_62_8140.jpeg,21.0,4.0,119.0,91.0,eosinophil
1960,_62_8403.jpeg,115.0,82.0,192.0,158.0,eosinophil
1961,_62_8471.jpeg,73.0,67.0,200.0,212.0,eosinophil
1962,_62_8943.jpeg,121.0,47.0,258.0,180.0,eosinophil
1963,_62_9270.jpeg,145.0,0.0,283.0,111.0,eosinophil
1964,_62_9731.jpeg,193.0,88.0,302.0,196.0,eosinophil
1965,_62_9912.jpeg,134.0,23.0,271.0,156.0,eosinophil
1966,_63_1070.jpeg,51.0,17.0,149.0,114.0,eosinophil
1967,_63_1253.jpeg,103.0,0.0,255.0,117.0,eosinophil
1968,_63_1828.jpeg,82.0,128.0,188.0,240.0,eosinophil
1969,_63_1871.jpeg,62.0,91.0,206.0,214.0,eosinophil
1970,_63_2390.jpeg,0.0,69.0,104.0,207.0,eosinophil
1971,_63_2624.jpeg,25.0,111.0,112.0,192.0,eosinophil
1972,_63_2964.jpeg,79.0,91.0,194.0,202.0,eosinophil
1973,_63_3183.jpeg,111.0,97.0,247.0,226.0,eosinophil
1974,_63_3206.jpeg,148.0,124.0,251.0,217.0,eosinophil
1975,_63_3219.jpeg,80.0,8.0,179.0,106.0,eosinophil
1976,_63_3253.jpeg,139.0,96.0,275.0,234.0,eosinophil
1977,_63_3875.jpeg,164.0,133.0,260.0,238.0,eosinophil
1978,_63_3898.jpeg,13.0,53.0,170.0,190.0,eosinophil
1979,_63_4019.jpeg,94.0,51.0,169.0,136.0,eosinophil
1980,_63_4420.jpeg,204.0,66.0,320.0,209.0,eosinophil
1981,_63_4432.jpeg,182.0,85.0,281.0,185.0,eosinophil
1982,_63_4467.jpeg,93.0,145.0,240.0,240.0,eosinophil
1983,_63_4992.jpeg,83.0,95.0,203.0,204.0,eosinophil
1984,_63_5297.jpeg,111.0,59.0,222.0,174.0,eosinophil
1985,_63_5441.jpeg,160.0,0.0,272.0,85.0,eosinophil
1986,_63_550.jpeg,73.0,26.0,214.0,159.0,eosinophil
1987,_63_6445.jpeg,173.0,37.0,265.0,121.0,eosinophil
1988,_63_7024.jpeg,104.0,2.0,204.0,108.0,eosinophil
1989,_63_7624.jpeg,81.0,67.0,190.0,152.0,eosinophil
1990,_63_7908.jpeg,181.0,138.0,274.0,237.0,eosinophil
1991,_63_7955.jpeg,74.0,111.0,178.0,207.0,eosinophil
1992,_63_8736.jpeg,53.0,171.0,147.0,240.0,eosinophil
1993,_63_8885.jpeg,33.0,62.0,192.0,190.0,eosinophil
1994,_63_890.jpeg,134.0,59.0,277.0,174.0,eosinophil
1995,_63_8905.jpeg,13.0,12.0,149.0,138.0,eosinophil
1996,_63_9285.jpeg,131.0,5.0,273.0,135.0,eosinophil
1997,_63_9500.jpeg,70.0,120.0,181.0,223.0,eosinophil
1998,_63_9704.jpeg,87.0,37.0,174.0,124.0,eosinophil
1999,_64_1020.jpeg,200.0,44.0,284.0,139.0,eosinophil
2000,_64_1116.jpeg,73.0,86.0,168.0,173.0,eosinophil
2001,_64_174.jpeg,215.0,78.0,295.0,170.0,eosinophil
2002,_64_1768.jpeg,21.0,0.0,164.0,106.0,eosinophil
2003,_64_1810.jpeg,42.0,1.0,142.0,73.0,eosinophil
2004,_64_1816.jpeg,132.0,26.0,270.0,167.0,eosinophil
2005,_64_198.jpeg,105.0,110.0,216.0,211.0,eosinophil
2006,_64_2325.jpeg,48.0,42.0,143.0,120.0,eosinophil
2007,_64_2425.jpeg,71.0,97.0,153.0,174.0,eosinophil
2008,_64_3.jpeg,97.0,7.0,230.0,130.0,eosinophil
2009,_64_4103.jpeg,145.0,7.0,285.0,145.0,eosinophil
2010,_64_4180.jpeg,142.0,81.0,278.0,194.0,eosinophil
2011,_64_4282.jpeg,4.0,135.0,87.0,211.0,eosinophil
2012,_64_4858.jpeg,234.0,111.0,319.0,193.0,eosinophil
2013,_64_4891.jpeg,4.0,86.0,86.0,171.0,eosinophil
2014,_64_5134.jpeg,62.0,93.0,217.0,212.0,eosinophil
2015,_64_5154.jpeg,33.0,130.0,174.0,240.0,eosinophil
2016,_64_595.jpeg,122.0,97.0,201.0,175.0,eosinophil
2017,_64_5988.jpeg,141.0,142.0,229.0,216.0,eosinophil
2018,_64_6038.jpeg,81.0,0.0,236.0,115.0,eosinophil
2019,_64_6185.jpeg,110.0,92.0,257.0,240.0,eosinophil
2020,_64_6302.jpeg,35.0,148.0,144.0,240.0,eosinophil
2021,_64_6653.jpeg,82.0,164.0,203.0,240.0,eosinophil
2022,_64_7128.jpeg,50.0,121.0,164.0,223.0,eosinophil
2023,_64_7187.jpeg,0.0,0.0,135.0,103.0,eosinophil
2024,_64_7761.jpeg,25.0,88.0,118.0,165.0,eosinophil
2025,_64_7867.jpeg,155.0,108.0,264.0,214.0,eosinophil
2026,_64_793.jpeg,174.0,47.0,279.0,158.0,eosinophil
2027,_64_804.jpeg,12.0,104.0,95.0,190.0,eosinophil
2028,_64_8182.jpeg,41.0,0.0,180.0,116.0,eosinophil
2029,_64_8616.jpeg,41.0,49.0,175.0,179.0,eosinophil
2030,_64_8630.jpeg,71.0,28.0,205.0,148.0,eosinophil
2031,_64_8645.jpeg,127.0,85.0,236.0,191.0,eosinophil
2032,_65_1381.jpeg,203.0,111.0,320.0,240.0,eosinophil
2033,_65_1513.jpeg,216.0,0.0,320.0,135.0,eosinophil
2034,_65_1733.jpeg,75.0,165.0,176.0,240.0,eosinophil
2035,_65_194.jpeg,102.0,0.0,250.0,115.0,eosinophil
2036,_65_2012.jpeg,106.0,0.0,203.0,71.0,eosinophil
2037,_65_2093.jpeg,65.0,0.0,160.0,79.0,eosinophil
2038,_65_3446.jpeg,63.0,126.0,159.0,202.0,eosinophil
2039,_65_3869.jpeg,155.0,3.0,254.0,92.0,eosinophil
2040,_65_4026.jpeg,49.0,38.0,128.0,124.0,eosinophil
2041,_65_4215.jpeg,44.0,66.0,190.0,224.0,eosinophil
2042,_65_4568.jpeg,43.0,45.0,189.0,151.0,eosinophil
2043,_65_4639.jpeg,0.0,7.0,111.0,101.0,eosinophil
2044,_65_4699.jpeg,123.0,124.0,260.0,240.0,eosinophil
2045,_65_4797.jpeg,70.0,33.0,167.0,109.0,eosinophil
2046,_65_5074.jpeg,27.0,26.0,117.0,112.0,eosinophil
2047,_65_5723.jpeg,171.0,59.0,305.0,198.0,eosinophil
2048,_65_5918.jpeg,60.0,105.0,198.0,232.0,eosinophil
2049,_65_5950.jpeg,156.0,137.0,296.0,240.0,eosinophil
2050,_65_6098.jpeg,96.0,65.0,206.0,182.0,eosinophil
2051,_65_6633.jpeg,100.0,61.0,201.0,171.0,eosinophil
2052,_65_700.jpeg,46.0,39.0,184.0,168.0,eosinophil
2053,_65_7300.jpeg,156.0,0.0,255.0,76.0,eosinophil
2054,_65_7508.jpeg,107.0,109.0,254.0,238.0,eosinophil
2055,_65_7731.jpeg,96.0,182.0,191.0,240.0,eosinophil
2056,_65_7866.jpeg,106.0,0.0,262.0,157.0,eosinophil
2057,_65_7982.jpeg,,,,,eosinophil
2058,_65_8101.jpeg,195.0,127.0,307.0,229.0,eosinophil
2059,_65_8133.jpeg,120.0,99.0,234.0,210.0,eosinophil
2060,_65_8220.jpeg,106.0,55.0,224.0,153.0,eosinophil
2061,_65_8352.jpeg,45.0,182.0,127.0,240.0,eosinophil
2062,_65_8580.jpeg,157.0,52.0,304.0,194.0,eosinophil
2063,_65_9247.jpeg,111.0,0.0,265.0,110.0,eosinophil
2064,_65_9674.jpeg,199.0,34.0,304.0,148.0,eosinophil
2065,_66_1076.jpeg,139.0,0.0,274.0,99.0,eosinophil
2066,_66_1258.jpeg,135.0,83.0,276.0,205.0,eosinophil
2067,_66_2117.jpeg,39.0,107.0,177.0,235.0,eosinophil
2068,_66_217.jpeg,116.0,0.0,217.0,70.0,eosinophil
2069,_66_2234.jpeg,120.0,142.0,290.0,240.0,eosinophil
2070,_66_2525.jpeg,138.0,0.0,272.0,130.0,eosinophil
2071,_66_2573.jpeg,183.0,23.0,275.0,124.0,eosinophil
2072,_66_2832.jpeg,74.0,29.0,180.0,130.0,eosinophil
2073,_66_2882.jpeg,189.0,134.0,284.0,234.0,eosinophil
2074,_66_3039.jpeg,86.0,124.0,202.0,219.0,eosinophil
2075,_66_3090.jpeg,143.0,0.0,221.0,75.0,eosinophil
2076,_66_3101.jpeg,129.0,0.0,273.0,109.0,eosinophil
2077,_66_314.jpeg,114.0,23.0,199.0,103.0,eosinophil
2078,_66_347.jpeg,156.0,11.0,304.0,144.0,eosinophil
2079,_66_4140.jpeg,115.0,53.0,222.0,156.0,eosinophil
2080,_66_4319.jpeg,42.0,179.0,144.0,240.0,eosinophil
2081,_66_4439.jpeg,169.0,0.0,265.0,91.0,eosinophil
2082,_66_544.jpeg,0.0,151.0,138.0,240.0,eosinophil
2083,_66_545.jpeg,133.0,0.0,244.0,101.0,eosinophil
2084,_66_6799.jpeg,150.0,62.0,278.0,194.0,eosinophil
2085,_66_6808.jpeg,195.0,108.0,277.0,194.0,eosinophil
2086,_66_8210.jpeg,161.0,31.0,308.0,164.0,eosinophil
2087,_66_8304.jpeg,102.0,22.0,182.0,100.0,eosinophil
2088,_66_8623.jpeg,18.0,99.0,150.0,231.0,eosinophil
2089,_66_8661.jpeg,41.0,0.0,190.0,147.0,eosinophil
2090,_66_8723.jpeg,111.0,13.0,258.0,139.0,eosinophil
2091,_66_883.jpeg,31.0,15.0,139.0,121.0,eosinophil
2092,_66_8913.jpeg,29.0,43.0,153.0,183.0,eosinophil
2093,_66_9392.jpeg,79.0,76.0,174.0,147.0,eosinophil
2094,_66_9490.jpeg,177.0,0.0,269.0,70.0,eosinophil
2095,_66_9592.jpeg,193.0,125.0,287.0,216.0,eosinophil
2096,_66_9825.jpeg,124.0,130.0,255.0,240.0,eosinophil
2097,_67_1088.jpeg,164.0,113.0,247.0,189.0,eosinophil
2098,_67_1827.jpeg,133.0,0.0,247.0,46.0,eosinophil
2099,_67_1863.jpeg,47.0,77.0,121.0,162.0,eosinophil
2100,_67_1895.jpeg,78.0,143.0,233.0,240.0,eosinophil
2101,_67_1971.jpeg,129.0,70.0,225.0,158.0,eosinophil
2102,_67_2208.jpeg,217.0,127.0,302.0,220.0,eosinophil
2103,_67_3133.jpeg,183.0,174.0,279.0,240.0,eosinophil
2104,_67_3380.jpeg,174.0,134.0,293.0,240.0,eosinophil
2105,_67_3724.jpeg,175.0,87.0,260.0,166.0,eosinophil
2106,_67_4062.jpeg,34.0,112.0,172.0,237.0,eosinophil
2107,_67_4205.jpeg,48.0,17.0,153.0,111.0,eosinophil
2108,_67_4225.jpeg,135.0,11.0,221.0,78.0,eosinophil
2109,_67_4268.jpeg,78.0,89.0,210.0,210.0,eosinophil
2110,_67_4833.jpeg,23.0,139.0,157.0,240.0,eosinophil
2111,_67_4911.jpeg,5.0,26.0,128.0,157.0,eosinophil
2112,_67_5130.jpeg,27.0,93.0,156.0,233.0,eosinophil
2113,_67_5271.jpeg,43.0,0.0,144.0,44.0,eosinophil
2114,_67_5328.jpeg,136.0,24.0,248.0,132.0,eosinophil
2115,_67_5405.jpeg,97.0,33.0,204.0,143.0,eosinophil
2116,_67_5789.jpeg,97.0,128.0,187.0,206.0,eosinophil
2117,_67_6171.jpeg,62.0,93.0,195.0,231.0,eosinophil
2118,_67_6189.jpeg,119.0,179.0,206.0,240.0,eosinophil
2119,_67_6416.jpeg,99.0,107.0,230.0,238.0,eosinophil
2120,_67_6418.jpeg,140.0,88.0,247.0,188.0,eosinophil
2121,_67_7088.jpeg,105.0,51.0,257.0,195.0,eosinophil
2122,_67_7465.jpeg,105.0,43.0,196.0,136.0,eosinophil
2123,_67_7467.jpeg,128.0,170.0,230.0,240.0,eosinophil
2124,_67_7559.jpeg,121.0,72.0,236.0,176.0,eosinophil
2125,_67_8506.jpeg,144.0,0.0,266.0,89.0,eosinophil
2126,_67_8521.jpeg,123.0,79.0,227.0,194.0,eosinophil
2127,_67_8734.jpeg,98.0,142.0,194.0,217.0,eosinophil
2128,_67_9234.jpeg,184.0,0.0,286.0,79.0,eosinophil
2129,_67_9460.jpeg,19.0,14.0,150.0,131.0,eosinophil
2130,_68_1546.jpeg,40.0,10.0,180.0,135.0,eosinophil
2131,_68_1997.jpeg,137.0,98.0,278.0,204.0,eosinophil
2132,_68_2066.jpeg,80.0,129.0,202.0,240.0,eosinophil
2133,_68_2241.jpeg,44.0,97.0,183.0,230.0,eosinophil
2134,_68_2954.jpeg,122.0,156.0,214.0,235.0,eosinophil
2135,_68_3649.jpeg,112.0,0.0,254.0,124.0,eosinophil
2136,_68_3678.jpeg,44.0,0.0,142.0,80.0,eosinophil
2137,_68_4186.jpeg,53.0,4.0,199.0,141.0,eosinophil
2138,_68_443.jpeg,60.0,0.0,166.0,50.0,eosinophil
2139,_68_450.jpeg,136.0,11.0,269.0,162.0,eosinophil
2140,_68_4957.jpeg,135.0,55.0,242.0,153.0,eosinophil
2141,_68_5146.jpeg,22.0,141.0,156.0,240.0,eosinophil
2142,_68_5181.jpeg,250.0,2.0,320.0,91.0,eosinophil
2143,_68_535.jpeg,119.0,141.0,219.0,230.0,eosinophil
2144,_68_5370.jpeg,1.0,142.0,84.0,240.0,eosinophil
2145,_68_5517.jpeg,93.0,58.0,177.0,150.0,eosinophil
2146,_68_5794.jpeg,166.0,86.0,246.0,173.0,eosinophil
2147,_68_627.jpeg,114.0,42.0,238.0,159.0,eosinophil
2148,_68_6295.jpeg,153.0,16.0,245.0,109.0,eosinophil
2149,_68_6325.jpeg,112.0,115.0,192.0,186.0,eosinophil
2150,_68_6467.jpeg,44.0,113.0,170.0,236.0,eosinophil
2151,_68_6510.jpeg,37.0,106.0,181.0,238.0,eosinophil
2152,_68_6632.jpeg,80.0,135.0,179.0,223.0,eosinophil
2153,_68_6768.jpeg,107.0,162.0,196.0,238.0,eosinophil
2154,_68_7419.jpeg,0.0,0.0,93.0,74.0,eosinophil
2155,_68_7862.jpeg,159.0,113.0,259.0,211.0,eosinophil
2156,_68_8715.jpeg,89.0,37.0,198.0,150.0,eosinophil
2157,_68_8789.jpeg,74.0,129.0,162.0,211.0,eosinophil
2158,_68_9048.jpeg,0.0,29.0,94.0,119.0,eosinophil
2159,_68_9054.jpeg,92.0,0.0,190.0,67.0,eosinophil
2160,_68_9527.jpeg,121.0,0.0,235.0,105.0,eosinophil
2161,_68_9614.jpeg,224.0,64.0,320.0,210.0,eosinophil
2162,_68_9986.jpeg,124.0,14.0,230.0,96.0,eosinophil
2163,_69_1054.jpeg,89.0,100.0,226.0,233.0,eosinophil
2164,_69_2014.jpeg,187.0,115.0,298.0,219.0,eosinophil
2165,_69_2097.jpeg,158.0,35.0,314.0,166.0,eosinophil
2166,_69_2313.jpeg,168.0,156.0,268.0,237.0,eosinophil
2167,_69_2815.jpeg,40.0,0.0,139.0,79.0,eosinophil
2168,_69_2951.jpeg,0.0,15.0,127.0,159.0,eosinophil
2169,_69_3302.jpeg,41.0,67.0,123.0,167.0,eosinophil
2170,_69_4737.jpeg,110.0,122.0,194.0,202.0,eosinophil
2171,_69_5984.jpeg,36.0,100.0,176.0,240.0,eosinophil
2172,_69_6017.jpeg,13.0,115.0,149.0,236.0,eosinophil
2173,_69_6023.jpeg,90.0,130.0,220.0,240.0,eosinophil
2174,_69_6109.jpeg,191.0,118.0,320.0,240.0,eosinophil
2175,_69_6472.jpeg,52.0,113.0,141.0,191.0,eosinophil
2176,_69_6781.jpeg,180.0,0.0,286.0,57.0,eosinophil
2177,_69_6853.jpeg,64.0,9.0,174.0,113.0,eosinophil
2178,_69_7177.jpeg,151.0,107.0,305.0,228.0,eosinophil
2179,_69_725.jpeg,112.0,63.0,237.0,180.0,eosinophil
2180,_69_7307.jpeg,225.0,23.0,319.0,116.0,eosinophil
2181,_69_7449.jpeg,158.0,77.0,241.0,152.0,eosinophil
2182,_69_7488.jpeg,52.0,0.0,154.0,68.0,eosinophil
2183,_69_7668.jpeg,68.0,121.0,195.0,211.0,eosinophil
2184,_69_7839.jpeg,56.0,153.0,171.0,240.0,eosinophil
2185,_69_8080.jpeg,88.0,135.0,221.0,240.0,eosinophil
2186,_69_8363.jpeg,140.0,54.0,222.0,131.0,eosinophil
2187,_69_8520.jpeg,142.0,8.0,238.0,93.0,eosinophil
2188,_69_8824.jpeg,114.0,160.0,218.0,240.0,eosinophil
2189,_69_8848.jpeg,93.0,103.0,210.0,206.0,eosinophil
2190,_69_8993.jpeg,146.0,145.0,245.0,240.0,eosinophil
2191,_69_9340.jpeg,97.0,1.0,224.0,109.0,eosinophil
2192,_69_938.jpeg,51.0,83.0,157.0,185.0,eosinophil
2193,_69_9497.jpeg,95.0,160.0,195.0,240.0,eosinophil
2194,_69_9597.jpeg,113.0,146.0,239.0,240.0,eosinophil
2195,_69_9616.jpeg,44.0,49.0,177.0,193.0,eosinophil
2196,_6_1230.jpeg,137.0,75.0,225.0,156.0,eosinophil
2197,_6_1267.jpeg,148.0,74.0,275.0,215.0,eosinophil
2198,_6_1311.jpeg,0.0,37.0,47.0,139.0,eosinophil
2199,_6_1500.jpeg,170.0,138.0,269.0,232.0,eosinophil
2200,_6_1728.jpeg,197.0,56.0,320.0,187.0,eosinophil
2201,_6_2466.jpeg,99.0,79.0,188.0,145.0,eosinophil
2202,_6_2504.jpeg,36.0,5.0,152.0,106.0,eosinophil
2203,_6_2515.jpeg,174.0,49.0,259.0,125.0,eosinophil
2204,_6_2866.jpeg,107.0,82.0,214.0,189.0,eosinophil
2205,_6_3156.jpeg,0.0,68.0,102.0,209.0,eosinophil
2206,_6_3254.jpeg,147.0,70.0,259.0,183.0,eosinophil
2207,_6_3403.jpeg,48.0,105.0,138.0,200.0,eosinophil
2208,_6_3481.jpeg,124.0,140.0,215.0,217.0,eosinophil
2209,_6_3568.jpeg,198.0,40.0,311.0,155.0,eosinophil
2210,_6_4289.jpeg,25.0,41.0,117.0,134.0,eosinophil
2211,_6_4806.jpeg,115.0,104.0,224.0,215.0,eosinophil
2212,_6_4979.jpeg,135.0,3.0,278.0,144.0,eosinophil
2213,_6_5000.jpeg,44.0,41.0,158.0,160.0,eosinophil
2214,_6_5714.jpeg,192.0,0.0,280.0,55.0,eosinophil
2215,_6_6132.jpeg,142.0,0.0,229.0,76.0,eosinophil
2216,_6_6365.jpeg,222.0,99.0,315.0,187.0,eosinophil
2217,_6_6486.jpeg,174.0,127.0,320.0,240.0,eosinophil
2218,_6_656.jpeg,144.0,147.0,231.0,221.0,eosinophil
2219,_6_6753.jpeg,43.0,44.0,138.0,127.0,eosinophil
2220,_6_6851.jpeg,52.0,162.0,168.0,240.0,eosinophil
2221,_6_7211.jpeg,3.0,55.0,86.0,137.0,eosinophil
2222,_6_7458.jpeg,110.0,85.0,273.0,218.0,eosinophil
2223,_6_7609.jpeg,48.0,14.0,155.0,115.0,eosinophil
2224,_6_775.jpeg,81.0,0.0,185.0,83.0,eosinophil
2225,_6_8257.jpeg,262.0,44.0,320.0,140.0,eosinophil
2226,_6_8532.jpeg,65.0,99.0,174.0,207.0,eosinophil
2227,_6_8634.jpeg,66.0,11.0,161.0,102.0,eosinophil
2228,_6_8688.jpeg,162.0,91.0,249.0,169.0,eosinophil
2229,_6_8967.jpeg,119.0,3.0,218.0,103.0,eosinophil
2230,_70_1151.jpeg,32.0,98.0,184.0,235.0,eosinophil
2231,_70_1293.jpeg,114.0,119.0,216.0,204.0,eosinophil
2232,_70_1425.jpeg,13.0,124.0,108.0,216.0,eosinophil
2233,_70_147.jpeg,100.0,117.0,187.0,202.0,eosinophil
2234,_70_1505.jpeg,23.0,14.0,158.0,130.0,eosinophil
2235,_70_1852.jpeg,73.0,20.0,168.0,101.0,eosinophil
2236,_70_1887.jpeg,158.0,26.0,297.0,174.0,eosinophil
2237,_70_2157.jpeg,116.0,113.0,193.0,193.0,eosinophil
2238,_70_302.jpeg,27.0,127.0,126.0,224.0,eosinophil
2239,_70_3374.jpeg,13.0,111.0,155.0,240.0,eosinophil
2240,_70_3429.jpeg,53.0,108.0,138.0,190.0,eosinophil
2241,_70_3733.jpeg,171.0,184.0,263.0,240.0,eosinophil
2242,_70_3739.jpeg,141.0,56.0,287.0,183.0,eosinophil
2243,_70_3782.jpeg,144.0,92.0,231.0,169.0,eosinophil
2244,_70_3797.jpeg,86.0,40.0,168.0,121.0,eosinophil
2245,_70_4701.jpeg,100.0,129.0,213.0,240.0,eosinophil
2246,_70_5598.jpeg,53.0,27.0,146.0,115.0,eosinophil
2247,_70_5942.jpeg,160.0,28.0,304.0,171.0,eosinophil
2248,_70_6154.jpeg,112.0,28.0,195.0,114.0,eosinophil
2249,_70_6660.jpeg,24.0,25.0,152.0,167.0,eosinophil
2250,_70_7854.jpeg,121.0,0.0,240.0,99.0,eosinophil
2251,_70_86.jpeg,134.0,120.0,275.0,240.0,eosinophil
2252,_70_875.jpeg,43.0,20.0,123.0,101.0,eosinophil
2253,_70_8792.jpeg,90.0,62.0,169.0,147.0,eosinophil
2254,_70_8808.jpeg,85.0,143.0,173.0,231.0,eosinophil
2255,_70_9014.jpeg,65.0,93.0,148.0,184.0,eosinophil
2256,_70_9121.jpeg,110.0,120.0,223.0,231.0,eosinophil
2257,_70_9154.jpeg,92.0,151.0,195.0,237.0,eosinophil
2258,_70_9222.jpeg,80.0,28.0,193.0,128.0,eosinophil
2259,_70_9369.jpeg,30.0,50.0,126.0,159.0,eosinophil
2260,_70_9536.jpeg,42.0,76.0,120.0,155.0,eosinophil
2261,_70_9544.jpeg,195.0,95.0,273.0,175.0,eosinophil
2262,_70_9756.jpeg,140.0,138.0,281.0,240.0,eosinophil
2263,_71_1375.jpeg,125.0,157.0,215.0,232.0,eosinophil
2264,_71_1602.jpeg,0.0,0.0,134.0,131.0,eosinophil
